202 0 clueweb12-1701wb-32-00144 1  29.312009596891578 run1
202 0 clueweb12-0206wb-61-12908 41  16.6262490758072 run1
202 0 clueweb12-0100wb-77-28276 42  16.459763781998376 run1
202 0 clueweb12-1500wb-51-12151 43  16.43839330706661 run1
202 0 clueweb12-1008wb-66-19209 44  16.432589289167414 run1
202 0 clueweb12-1909wb-65-23698 45  16.40482212223705 run1
202 0 clueweb12-1216wb-29-29797 46  16.40214771398916 run1
202 0 clueweb12-1217wb-38-28443 47  16.354817521173967 run1
202 0 clueweb12-0606wb-58-19274 48  16.31051353675928 run1
202 0 clueweb12-1412wb-25-05309 49  16.3015194212493 run1
202 0 clueweb12-0905wb-55-19240 50  16.300113417084795 run1
202 0 clueweb12-0500tw-06-07919 51  16.257048797892516 run1
202 0 clueweb12-0405wb-98-20038 52  16.246873622905063 run1
202 0 clueweb12-0901wb-17-20712 53  16.22583914886393 run1
202 0 clueweb12-0904wb-87-00462 54  16.22583914886393 run1
202 0 clueweb12-1007wb-90-19046 55  16.212565695742285 run1
202 0 clueweb12-0101wb-07-23584 56  16.106599935789866 run1
202 0 clueweb12-0105wb-82-26360 57  16.098942026094093 run1
202 0 clueweb12-0405wb-81-18234 58  16.077311526010615 run1
202 0 clueweb12-0303wb-92-12685 59  16.058393368963 run1
202 0 clueweb12-0412wb-03-03995 60  16.056563210993936 run1
202 0 clueweb12-0602wb-40-19720 61  16.050685207792675 run1
202 0 clueweb12-0602wb-37-16519 62  16.04487753645759 run1
202 0 clueweb12-0602wb-37-16520 63  16.04487753645759 run1
202 0 clueweb12-0602wb-40-19722 64  16.04487753645759 run1
202 0 clueweb12-0602wb-40-19723 65  16.04487753645759 run1
202 0 clueweb12-0602wb-40-19724 66  16.04487753645759 run1
202 0 clueweb12-0602wb-40-19725 67  16.04487753645759 run1
202 0 clueweb12-0602wb-40-19726 68  16.04487753645759 run1
202 0 clueweb12-0602wb-45-15703 69  16.04487753645759 run1
202 0 clueweb12-0602wb-45-15704 70  16.04487753645759 run1
202 0 clueweb12-0602wb-40-19721 71  16.039074066419335 run1
202 0 clueweb12-0005wb-35-09005 72  16.007490423398593 run1
202 0 clueweb12-1310wb-24-26317 73  16.00497170627664 run1
202 0 clueweb12-1701wb-94-12194 74  15.994929681388776 run1
202 0 clueweb12-0407wb-28-19842 75  15.987037048767265 run1
202 0 clueweb12-0205wb-88-32545 76  15.982001136430407 run1
202 0 clueweb12-0010wb-36-02425 77  15.967673080394551 run1
202 0 clueweb12-0902wb-25-17572 78  15.943320978403351 run1
202 0 clueweb12-0814wb-20-13703 79  15.92960693946511 run1
202 0 clueweb12-1100tw-18-08929 80  15.925511263792647 run1
202 0 clueweb12-1100tw-18-08930 81  15.925511263792647 run1
202 0 clueweb12-1500wb-51-10404 82  15.91953086760567 run1
202 0 clueweb12-1701wb-88-15679 83  15.913837822685869 run1
202 0 clueweb12-1215wb-33-08369 84  15.890495180658785 run1
202 0 clueweb12-1702wb-43-28339 85  15.869499058637805 run1
202 0 clueweb12-1400tw-59-07198 86  15.86273145913401 run1
202 0 clueweb12-0507wb-02-23676 87  15.842007191685383 run1
202 0 clueweb12-1019wb-55-07377 88  15.835391095374371 run1
202 0 clueweb12-1415wb-40-03869 89  15.828150922218915 run1
202 0 clueweb12-1206wb-33-15528 90  15.825572959364093 run1
202 0 clueweb12-0805wb-29-00101 91  15.792882944103571 run1
202 0 clueweb12-1702wb-39-29389 92  15.779245389533932 run1
202 0 clueweb12-1703wb-12-05247 93  15.774956380524884 run1
202 0 clueweb12-0009wb-43-04224 94  15.76040969117744 run1
202 0 clueweb12-1406wb-39-07752 95  15.76040969117744 run1
202 0 clueweb12-0210wb-17-32354 96  15.736980410106735 run1
202 0 clueweb12-1416wb-60-15323 97  15.730223230009976 run1
202 0 clueweb12-1701wb-94-12188 98  15.717853785753558 run1
202 0 clueweb12-1702wb-98-29608 99  15.716108436240397 run1
202 0 clueweb12-0905wb-62-10263 100  15.715025036742999 run1
202 0 clueweb12-0209wb-09-11391 101  15.712340349536746 run1
202 0 clueweb12-1415wb-76-20214 102  15.708615615924021 run1
202 0 clueweb12-1802wb-29-21108 103  15.67228970925693 run1
202 0 clueweb12-0511wb-46-22481 104  15.667967714315362 run1
202 0 clueweb12-1700tw-08-09303 105  15.664311779899927 run1
202 0 clueweb12-1400tw-16-11230 106  15.66199749887954 run1
202 0 clueweb12-1700tw-26-19458 107  15.638949354879387 run1
202 0 clueweb12-0607wb-09-10783 108  15.63539751119984 run1
202 0 clueweb12-1400tw-18-10019 109  15.6242099216038 run1
202 0 clueweb12-1702wb-52-18834 110  15.618040089076185 run1
202 0 clueweb12-1004wb-58-26866 111  15.60299170699663 run1
202 0 clueweb12-1304wb-56-00880 112  15.594680795566848 run1
202 0 clueweb12-1700tw-08-09302 113  15.594200263943907 run1
202 0 clueweb12-1811wb-27-08062 114  15.573664815353371 run1
202 0 clueweb12-1002wb-12-01571 115  15.531477882110572 run1
202 0 clueweb12-1701wb-94-12199 116  15.479704028097048 run1
202 0 clueweb12-0900tw-23-04411 117  15.465795749652376 run1
202 0 clueweb12-0207wb-21-05464 118  15.442365611976808 run1
202 0 clueweb12-1205wb-18-29328 119  15.369749113073995 run1
202 0 clueweb12-0900tw-39-13453 120  15.323155272959227 run1
202 0 clueweb12-1216wb-41-05666 121  15.322902346542921 run1
202 0 clueweb12-1118wb-63-06100 122  15.222664711397918 run1
202 0 clueweb12-0305wb-62-31165 123  15.200669397955522 run1
202 0 clueweb12-1115wb-62-18179 124  15.181004804323123 run1
202 0 clueweb12-1100tw-35-08357 125  15.139835550052332 run1
202 0 clueweb12-1704wb-81-21983 126  15.132830216491364 run1
202 0 clueweb12-1702wb-43-28338 127  15.036893506861368 run1
202 0 clueweb12-0010wb-21-24657 128  15.015234086488842 run1
202 0 clueweb12-0203wb-70-20735 129  14.997304271868689 run1
202 0 clueweb12-1200wb-95-00626 130  14.992221497071382 run1
202 0 clueweb12-0011wb-73-29217 131  14.934697685838454 run1
202 0 clueweb12-1118wb-79-27550 132  14.90603145684497 run1
202 0 clueweb12-0207wb-80-09064 133  14.738430888057103 run1
202 0 clueweb12-1900tw-32-20698 134  14.61673837136588 run1
202 0 clueweb12-0510wb-95-32597 135  14.54243958644591 run1
202 0 clueweb12-1515wb-31-06377 136  14.44594635754444 run1
202 0 clueweb12-0606wb-62-03233 137  14.396293956277873 run1
202 0 clueweb12-1807wb-86-09003 138  14.282937886862346 run1
202 0 clueweb12-0800tw-57-00770 139  14.274692096124568 run1
202 0 clueweb12-0209wb-80-33566 140  14.229946752696954 run1
202 0 clueweb12-0013wb-59-04778 141  14.225189250588656 run1
202 0 clueweb12-1500tw-28-00767 142  14.196332002888415 run1
202 0 clueweb12-1809wb-61-03622 143  14.15856915220288 run1
202 0 clueweb12-0900tw-24-00475 144  14.010055300283279 run1
202 0 clueweb12-1204wb-57-16947 145  13.996112837956153 run1
202 0 clueweb12-0511wb-25-03910 146  13.959926633256963 run1
202 0 clueweb12-1112wb-22-06680 147  13.57408998434478 run1
202 0 clueweb12-1009wb-22-09738 148  13.522121310658964 run1
202 0 clueweb12-0405wb-50-23725 149  13.44482985915638 run1
202 0 clueweb12-1112wb-71-02492 150  13.21163969287824 run1
202 0 clueweb12-0100wb-44-30245 151  13.195118457727169 run1
202 0 clueweb12-0103wb-21-16175 152  13.195118457727169 run1
202 0 clueweb12-0100tw-12-07624 153  13.059694835693023 run1
202 0 clueweb12-0405wb-59-02836 154  12.915276230535516 run1
202 0 clueweb12-0202wb-67-18846 155  12.765819103946551 run1
202 0 clueweb12-0905wb-62-10264 156  12.740352951168656 run1
202 0 clueweb12-1301wb-04-12738 157  12.519758808423994 run1
202 0 clueweb12-0013wb-55-03388 158  12.158138164135352 run1
202 0 clueweb12-0102wb-70-25965 159  12.158138164135352 run1
202 0 clueweb12-0100wb-64-08244 160  11.604684009923867 run1
202 0 clueweb12-0102wb-34-14045 161  11.604684009923867 run1
202 0 clueweb12-0204wb-17-00480 162  11.408569227106085 run1
202 0 clueweb12-0412wb-15-12461 163  10.871116903267735 run1
202 0 clueweb12-0100wb-20-01372 164  10.15459354394836 run1
202 0 clueweb12-0002wb-14-02885 165  10.024118804680034 run1
202 0 clueweb12-1304wb-45-07890 166  7.582551737073002 run1
202 0 clueweb12-1414wb-79-13810 167  7.124098044465204 run1
202 0 clueweb12-0311wb-82-23894 168  6.847173878822447 run1
202 0 clueweb12-1003wb-26-06940 169  6.765057247454093 run1
202 0 clueweb12-0406wb-97-02347 170  6.604713154447059 run1
202 0 clueweb12-0001wb-27-33452 171  6.604713154447059 run1
202 0 clueweb12-0209wb-13-20397 172  6.602193656091178 run1
202 0 clueweb12-0201wb-62-13794 173  5.873484095450739 run1
202 0 clueweb12-0210wb-70-24518 174  5.873484095450739 run1
202 0 clueweb12-0300wb-26-08646 175  5.873484095450739 run1
202 0 clueweb12-0500tw-07-22575 176  5.6246578292830325 run1
202 0 clueweb12-1809wb-57-05633 177  5.554187381772197 run1
202 0 clueweb12-1902wb-39-28719 178  5.549100448328373 run1
202 0 clueweb12-1908wb-15-03967 179  5.5457143328602125 run1
202 0 clueweb12-1913wb-05-07849 180  5.533895402659158 run1
202 0 clueweb12-0606wb-91-07838 181  5.464455544868752 run1
202 0 clueweb12-1702wb-43-28359 182  5.047859880991889 run1
202 0 clueweb12-1200wb-52-27204 183  4.978663462084178 run1
202 0 clueweb12-0210wb-37-21495 184  4.85409813502638 run1
202 0 clueweb12-0004wb-74-26852 185  4.853172867054178 run1
202 0 clueweb12-1008wb-37-03525 186  4.68234323789018 run1
202 0 clueweb12-0406wb-77-18409 187  4.482707236019384 run1
202 0 clueweb12-1409wb-79-11456 188  4.459679926645583 run1
202 0 clueweb12-0208wb-14-27366 189  4.451097624833198 run1
202 0 clueweb12-0012wb-01-00892 190  4.368790586305702 run1
202 0 clueweb12-0000wb-34-35794 191  4.22641535666057 run1
202 0 clueweb12-0000wb-34-35794.txt 192  4.22641535666057 run1
202 0 clueweb12-0001wb-97-35622 193  4.22641535666057 run1
202 0 clueweb12-1910wb-86-27725 194  4.1692560483019925 run1
202 0 clueweb12-1101wb-25-16153 195  4.150594622398536 run1
202 0 clueweb12-1510wb-29-22854 196  4.1215050839744665 run1
202 0 clueweb12-0100tw-32-17086 197  4.08697159754064 run1
202 0 clueweb12-1713wb-61-31956 198  4.084536946573421 run1
202 0 clueweb12-0406wb-98-34015 199  3.9869022159459373 run1
202 0 clueweb12-0110wb-05-07441 200  3.9205583979017096 run1
202 0 clueweb12-0102wb-93-02466 201  3.877612768810157 run1
202 0 clueweb12-0205wb-80-28432 202  3.8288703300089244 run1
202 0 clueweb12-0000wb-42-34021 203  3.812786045717216 run1
202 0 clueweb12-0000wb-42-34021.txt 204  3.812786045717216 run1
202 0 clueweb12-0207wb-49-10442 205  3.597163015311599 run1
202 0 clueweb12-0205wb-52-01308 206  3.5879236016783627 run1
202 0 clueweb12-0302wb-18-33324 207  3.5828433601625993 run1
202 0 clueweb12-0306wb-09-06984 208  3.4640450145742583 run1
202 0 clueweb12-1506wb-78-09292 209  3.4367983486636295 run1
202 0 clueweb12-0500wb-82-26713 210  3.4067115644751933 run1
202 0 clueweb12-0210wb-42-27958 211  3.3114898429601887 run1
202 0 clueweb12-0813wb-88-21848 212  3.2767892713536444 run1
202 0 clueweb12-1501wb-88-25925 213  3.14380175924315 run1
202 0 clueweb12-0102wb-37-07417 214  3.0700502114890553 run1
202 0 clueweb12-1714wb-93-11944 215  3.0700502114890553 run1
202 0 clueweb12-0102wb-93-19722 216  3.0305059944435406 run1
202 0 clueweb12-0812wb-55-10918 217  2.859741868328073 run1
202 0 clueweb12-0013wb-82-24249 218  2.769783100946892 run1
202 0 clueweb12-0000tw-40-10838 219  2.70669520435993 run1
202 0 clueweb12-0000tw-40-10838.txt 220  2.70669520435993 run1
202 0 clueweb12-0403wb-56-18130 221  2.63075062247231 run1
202 0 clueweb12-0405wb-80-32857 222  2.624094883131882 run1
202 0 clueweb12-1903wb-54-13020 223  2.576897022075556 run1
202 0 clueweb12-0913wb-09-12247 224  2.4705953123603717 run1
202 0 clueweb12-1012wb-63-19337 225  2.4200325092488866 run1
202 0 clueweb12-0815wb-56-19270 226  2.3758696875486702 run1
202 0 clueweb12-1007wb-48-26144 227  2.268767064710501 run1
202 0 clueweb12-1007wb-88-27431 228  2.268767064710501 run1
202 0 clueweb12-0711wb-77-08848 229  2.244422625741533 run1
202 0 clueweb12-0203wb-75-13286 230  2.1767911503360757 run1
202 0 clueweb12-0108wb-05-29114 231  2.1675557057438293 run1
202 0 clueweb12-0402wb-10-27016 232  2.1073294446604276 run1
202 0 clueweb12-1906wb-38-01319 233  2.106534966030262 run1
202 0 clueweb12-0301wb-92-26737 234  2.10279273213881 run1
202 0 clueweb12-1400wb-04-10976 235  1.8815809502481253 run1
202 0 clueweb12-1505wb-30-08089 236  1.877959996308588 run1
202 0 clueweb12-1907wb-87-20395 237  1.877353564250017 run1
202 0 clueweb12-1913wb-33-16047 238  1.8161407194501156 run1
202 0 clueweb12-0405wb-76-30090 239  1.7875172115017743 run1
202 0 clueweb12-0700tw-08-00812 240  1.715524112389843 run1
202 0 clueweb12-1807wb-11-13673 241  1.5799597824137634 run1
202 0 clueweb12-1116wb-18-41176 242  1.5399752391703228 run1
202 0 clueweb12-1309wb-19-15124 243  1.5083264186375291 run1
202 0 clueweb12-0307wb-56-12205 244  1.4954823411772042 run1
202 0 clueweb12-1210wb-85-30030 245  1.4478886041652905 run1
202 0 clueweb12-0203wb-23-02468 246  1.3973675796426757 run1
202 0 clueweb12-0206wb-03-30299 247  1.3973675796426757 run1
202 0 clueweb12-1006wb-74-15824 248  1.3972797531518666 run1
202 0 clueweb12-0311wb-60-09147 249  1.3716889346438577 run1
202 0 clueweb12-1007wb-42-29087 250  1.3270262305012832 run1
202 0 clueweb12-1007wb-48-26134 251  1.3270262305012832 run1
202 0 clueweb12-0907wb-40-04078 252  1.3119009166316955 run1
202 0 clueweb12-1910wb-55-03347 253  1.3115455846350803 run1
202 0 clueweb12-0211wb-30-06219 254  1.2815683797371813 run1
202 0 clueweb12-0608wb-29-00592 255  1.2805762623792891 run1
202 0 clueweb12-0210wb-15-04279 256  1.2010117650147523 run1
202 0 clueweb12-0411wb-38-05884 257  1.1992150524015612 run1
202 0 clueweb12-1502wb-86-14809 258  1.1237261666868907 run1
202 0 clueweb12-1006wb-17-21364 259  1.024331382563026 run1
202 0 clueweb12-0309wb-03-06632 260  0.9955504166190416 run1
202 0 clueweb12-0904wb-37-09629 261  0.7953556408548773 run1
202 0 clueweb12-1808wb-41-07805 262  0.7953556408548773 run1
202 0 clueweb12-1617wb-12-09448 263  0.5516730969622878 run1
202 0 clueweb12-0005wb-96-06565 264  0.5348390600061289 run1
202 0 clueweb12-0507wb-27-12895 265  0.5292709871260882 run1
202 0 clueweb12-0402wb-17-30671 266  0.5200305132511233 run1
202 0 clueweb12-0105wb-92-00243 267  0.4829602024236377 run1
202 0 clueweb12-0506wb-54-27858 268  0.2477939933989622 run1
214 0 clueweb12-1803wb-12-16178 1  15.254407697645215 run1
214 0 clueweb12-0716wb-55-21961 2  14.991783909046646 run1
214 0 clueweb12-0716wb-10-05347 3  14.06589480367876 run1
214 0 clueweb12-1511wb-91-11816 4  14.04172800462494 run1
214 0 clueweb12-1909wb-32-33846 5  13.0813921865053 run1
214 0 clueweb12-0303wb-63-20243 6  13.069195018716652 run1
214 0 clueweb12-0207wb-36-30771 7  12.958773259623337 run1
214 0 clueweb12-0212wb-08-25952 8  12.914061285674157 run1
214 0 clueweb12-0202wb-77-34796 9  12.791317941904516 run1
214 0 clueweb12-1000wb-02-09651 10  12.781488963531658 run1
214 0 clueweb12-0111wb-45-11544 11  12.752096950280905 run1
214 0 clueweb12-1609wb-05-05026 12  12.628627166787947 run1
214 0 clueweb12-0704wb-17-23719 13  12.518427996952221 run1
214 0 clueweb12-0007wb-89-24274 14  12.518427996952221 run1
214 0 clueweb12-1511wb-29-29458 15  12.458803419272906 run1
214 0 clueweb12-1609wb-30-05777 16  12.418725149436678 run1
214 0 clueweb12-1609wb-55-16014 17  12.407903040845381 run1
214 0 clueweb12-1000wb-82-29777 18  12.3814975262151 run1
214 0 clueweb12-1702wb-53-17299 19  12.377634391298113 run1
214 0 clueweb12-1211wb-83-27185 20  12.37377406263131 run1
214 0 clueweb12-0816wb-78-09958 21  12.345240964110136 run1
214 0 clueweb12-0310wb-80-14394 22  12.338070763327954 run1
214 0 clueweb12-1811wb-45-17197 23  12.333732381052025 run1
214 0 clueweb12-1616wb-72-30543 24  12.326145131788367 run1
214 0 clueweb12-1103wb-48-06506 25  12.290504148349388 run1
214 0 clueweb12-0005wb-98-11303 26  12.268178146653103 run1
214 0 clueweb12-1707wb-94-16826 27  12.258514020136717 run1
214 0 clueweb12-1109wb-20-06783 28  12.244036886278916 run1
214 0 clueweb12-0906wb-70-02262 29  12.243421770278456 run1
214 0 clueweb12-1608wb-29-10367 30  12.237649824227912 run1
214 0 clueweb12-1804wb-08-27299 31  12.23287635334654 run1
214 0 clueweb12-0408wb-45-28307 32  12.227896978312017 run1
214 0 clueweb12-1506wb-80-13978 33  12.226840980339208 run1
214 0 clueweb12-1000tw-95-21878 34  12.225094914511859 run1
214 0 clueweb12-0205wb-00-12800 35  12.222811602214366 run1
214 0 clueweb12-0108wb-73-23312 36  12.205119523684909 run1
214 0 clueweb12-0108wb-54-22264 37  12.204790868941306 run1
214 0 clueweb12-1217wb-94-08267 38  12.193714988968203 run1
214 0 clueweb12-1516wb-03-11483 39  12.193714988968203 run1
214 0 clueweb12-0003wb-75-32101 40  12.183494246101542 run1
214 0 clueweb12-0004wb-91-15926 41  12.181221103638366 run1
214 0 clueweb12-0010wb-85-27475 42  12.174142460968497 run1
214 0 clueweb12-0100wb-06-13329 43  12.174142460968497 run1
214 0 clueweb12-0004wb-00-21797 44  12.171052799582911 run1
214 0 clueweb12-0000wb-46-08820 45  12.170591559531625 run1
214 0 clueweb12-0000wb-46-08820.txt 46  12.170591559531625 run1
214 0 clueweb12-0105wb-53-06835 47  12.170169412388658 run1
214 0 clueweb12-0816wb-91-20896 48  12.165286671387964 run1
214 0 clueweb12-0300wb-22-20049 49  12.15860338047957 run1
214 0 clueweb12-0808wb-10-13286 50  12.157523387356614 run1
214 0 clueweb12-0004wb-38-02516 51  12.154421715466297 run1
214 0 clueweb12-0002wb-22-08931 52  12.154139214448653 run1
214 0 clueweb12-0001wb-33-25442 53  12.151404636290177 run1
214 0 clueweb12-1012wb-47-04679 54  12.146103849794159 run1
214 0 clueweb12-0612wb-68-05029 55  12.145727791402097 run1
214 0 clueweb12-0003wb-36-29741 56  12.142216921981523 run1
214 0 clueweb12-0301wb-45-19686 57  12.140816229556833 run1
214 0 clueweb12-1609wb-26-16093 58  12.13249354770167 run1
214 0 clueweb12-1203wb-90-03797 59  12.131812076443342 run1
214 0 clueweb12-0710wb-96-16033 60  12.129366942959079 run1
214 0 clueweb12-0002wb-07-11251 61  12.12762499158317 run1
214 0 clueweb12-1408wb-29-02724 62  12.127032464967396 run1
214 0 clueweb12-1609wb-37-05543 63  12.124603604906955 run1
214 0 clueweb12-1812wb-13-22460 64  12.123325571443491 run1
214 0 clueweb12-0308wb-92-18417 65  12.118792639300667 run1
214 0 clueweb12-0800wb-29-03800 66  12.118518602010209 run1
214 0 clueweb12-0609wb-03-14203 67  12.106358152262173 run1
214 0 clueweb12-0509wb-10-09665 68  12.105941743187595 run1
214 0 clueweb12-0810wb-32-25279 69  12.103196772143033 run1
214 0 clueweb12-0012wb-36-02743 70  12.102510146091962 run1
214 0 clueweb12-0002wb-07-11236 71  12.102441681722732 run1
214 0 clueweb12-0111wb-90-10161 72  12.100468162963608 run1
214 0 clueweb12-0301wb-70-31373 73  12.100293050568396 run1
214 0 clueweb12-1700wb-56-00262 74  12.099175179921662 run1
214 0 clueweb12-0008wb-31-14452 75  12.097523950856278 run1
214 0 clueweb12-0208wb-88-11332 76  12.093392428342737 run1
214 0 clueweb12-0815wb-29-23237 77  12.092923890369825 run1
214 0 clueweb12-0000wb-76-39724 78  12.092923890369825 run1
214 0 clueweb12-0700wb-17-32381 79  12.087368377352195 run1
214 0 clueweb12-0807wb-35-20486 80  12.085050200347673 run1
214 0 clueweb12-0701wb-76-01669 81  12.081603734192853 run1
214 0 clueweb12-0701wb-49-05609 82  12.080553255340403 run1
214 0 clueweb12-0511wb-64-28112 83  12.079057727952158 run1
214 0 clueweb12-0002wb-97-14165 84  12.078576763044307 run1
214 0 clueweb12-0700wb-92-07011 85  12.076127239491491 run1
214 0 clueweb12-0002wb-37-09326 86  12.072209893780707 run1
214 0 clueweb12-0002wb-22-08917 87  12.064888691080288 run1
214 0 clueweb12-1312wb-67-20776 88  12.063260688418426 run1
214 0 clueweb12-0002wb-22-08924 89  12.06092946486327 run1
214 0 clueweb12-0305wb-56-06579 90  12.058394760094334 run1
214 0 clueweb12-0209wb-65-12183 91  12.056420987194379 run1
214 0 clueweb12-0915wb-10-05904 92  12.054789065425773 run1
214 0 clueweb12-1210wb-72-29192 93  12.054351470335755 run1
214 0 clueweb12-0208wb-88-11331 94  12.054060422325286 run1
214 0 clueweb12-0709wb-53-06757 95  12.052543295018713 run1
214 0 clueweb12-0008wb-06-20160 96  12.051018587411974 run1
214 0 clueweb12-0501wb-95-00428 97  12.035215190632677 run1
214 0 clueweb12-0410wb-13-19082 98  12.033550459798565 run1
214 0 clueweb12-0403wb-11-16609 99  12.028256155839038 run1
214 0 clueweb12-0403wb-39-06556 100  12.028256155839038 run1
214 0 clueweb12-0411wb-27-01293 101  12.02702122410463 run1
214 0 clueweb12-1812wb-34-17465 102  12.02611217992878 run1
214 0 clueweb12-0001wb-54-32792 103  12.024408262133731 run1
214 0 clueweb12-1812wb-13-22454 104  12.022378740876203 run1
214 0 clueweb12-0812wb-25-18947 105  12.016880771921368 run1
214 0 clueweb12-0300wb-78-31872 106  12.016186483505974 run1
214 0 clueweb12-0203wb-64-25030 107  12.015745559279162 run1
214 0 clueweb12-1913wb-04-15103 108  12.01561817512195 run1
214 0 clueweb12-0112wb-18-29306 109  12.011040105445385 run1
214 0 clueweb12-0013wb-47-32508 110  12.010414362699647 run1
214 0 clueweb12-0013wb-66-25207 111  12.010414362699647 run1
214 0 clueweb12-0901wb-17-07536 112  11.998993076988432 run1
214 0 clueweb12-1808wb-65-09012 113  11.998773224863275 run1
214 0 clueweb12-0510wb-40-26080 114  11.99497072924486 run1
214 0 clueweb12-0608wb-76-25718 115  11.991910905126637 run1
214 0 clueweb12-0001wb-15-33433 116  11.991398032132661 run1
214 0 clueweb12-0011wb-45-01444 117  11.990696751816728 run1
214 0 clueweb12-0711wb-87-01602 118  11.989739086648209 run1
214 0 clueweb12-0000wb-46-37003 119  11.987808100139812 run1
214 0 clueweb12-0000wb-46-37003.txt 120  11.987808100139812 run1
214 0 clueweb12-1714wb-97-20015 121  11.977196085900408 run1
214 0 clueweb12-0205wb-60-27330 122  11.977064855888722 run1
214 0 clueweb12-0013wb-65-19605 123  11.976985210645566 run1
214 0 clueweb12-0007wb-42-16885 124  11.976917231401899 run1
214 0 clueweb12-0812wb-31-11832 125  11.974185702991857 run1
214 0 clueweb12-1803wb-49-14258 126  11.973517555948906 run1
214 0 clueweb12-1310wb-85-07942 127  11.971102351893135 run1
214 0 clueweb12-0500tw-06-08576 128  11.970919252606059 run1
214 0 clueweb12-1902wb-48-28195 129  11.97022403703899 run1
214 0 clueweb12-0508wb-23-26844 130  11.968671837876801 run1
214 0 clueweb12-1616wb-28-03098 131  11.963740666513894 run1
214 0 clueweb12-1410wb-83-15541 132  11.963025461384321 run1
214 0 clueweb12-1412wb-23-27027 133  11.960998924105334 run1
214 0 clueweb12-1020wb-20-20820 134  11.959048307226094 run1
214 0 clueweb12-0003wb-84-12067 135  11.957941271685012 run1
214 0 clueweb12-1004wb-51-16212 136  11.956660189068185 run1
214 0 clueweb12-1004wb-58-20054 137  11.952862988977538 run1
214 0 clueweb12-1011wb-08-01602 138  11.950891671913897 run1
214 0 clueweb12-0609wb-00-23860 139  11.95028661712761 run1
214 0 clueweb12-0203wb-19-18575 140  11.95028661712761 run1
214 0 clueweb12-1004wb-68-12196 141  11.948886656933677 run1
214 0 clueweb12-1004wb-75-09624 142  11.94885698070387 run1
214 0 clueweb12-0818wb-21-22312 143  11.948785643413295 run1
214 0 clueweb12-0817wb-97-03585 144  11.9477108218426 run1
214 0 clueweb12-0904wb-52-06822 145  11.947352596448535 run1
214 0 clueweb12-0906wb-09-38223 146  11.946994395281255 run1
214 0 clueweb12-0905wb-57-04093 147  11.946636218337972 run1
214 0 clueweb12-1803wb-50-00066 148  11.94454552537222 run1
214 0 clueweb12-1411wb-48-21423 149  11.94296640814219 run1
214 0 clueweb12-1413wb-26-01661 150  11.94296640814219 run1
214 0 clueweb12-0900tw-61-21014 151  11.94059057368858 run1
214 0 clueweb12-0907wb-58-25701 152  11.940193172495942 run1
214 0 clueweb12-0011wb-17-26705 153  11.939696084245789 run1
